dtReference,idVendedor,total,qtdEstados,pctClienteAC,pctClienteAL,pctClienteAM,pctClienteAP,pctClienteBA,pctClienteCE,pctClienteDF,pctClienteES,pctClienteGO,pctClienteMA,pctClienteMG,pctClienteMS,pctClienteMT,pctClientePA,pctClientePB,pctClientePE,pctClientePI,pctClientePR,pctClienteRJ,pctClienteRN,pctClienteRO,pctClienteRR,pctClienteRS,pctClienteSC,pctClienteSE,pctClienteSP,pctClienteTO
2018-01-01,0015a82c2db000af6aaaf3ae2ecb0532,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,001cca7ae9ae17fb1caed9dfb1094831,98,15,0.0,0.0,0.0,0.0,0.09183673469387756,0.01020408163265306,0.01020408163265306,0.030612244897959183,0.0,0.0,0.16326530612244897,0.0,0.01020408163265306,0.0,0.0,0.02040816326530612,0.01020408163265306,0.05102040816326531,0.16326530612244897,0.0,0.01020408163265306,0.0,0.061224489795918366,0.04081632653061224,0.0,0.3163265306122449,0.01020408163265306
2018-01-01,002100f778ceb8431b7a1020ff7ab48f,39,11,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.1794871794871795,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.0,0.0,0.07692307692307693,0.02564102564102564,0.0,0.46153846153846156,0.0
2018-01-01,003554e2dce176b5555353e4f3555ac8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,004c9cd9d87a3c30c522c48c4fc07416,84,15,0.0,0.011904761904761904,0.0,0.0,0.05952380952380952,0.011904761904761904,0.0,0.03571428571428571,0.07142857142857142,0.0,0.10714285714285714,0.023809523809523808,0.011904761904761904,0.011904761904761904,0.0,0.023809523809523808,0.0,0.03571428571428571,0.14285714285714285,0.0,0.011904761904761904,0.0,0.05952380952380952,0.0,0.0,0.38095238095238093,0.0
2018-01-01,00ee68308b45bc5e2660cd833c3f81cc,41,9,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.12195121951219512,0.0,0.0,0.0,0.0975609756097561,0.024390243902439025,0.0,0.5365853658536586,0.0
2018-01-01,010543a62bd80aa422851e79a3bc7540,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2018-01-01,013900e863eace745d3ec7614cab5b1a,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
2018-01-01,014c0679dd340a0e338872e7ec85666a,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,014d9a685fd57276679edd00e07089e5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
