idVendedor,qtde_boleto,qtde_credit_card,qtde_debit_card,qtde_voucher,valor_boleto,valor_credit_card,valor_debit_card,valor_voucher,proporcao_qtde_boleto,proporcao_qtde_credit_card,proporcao_qtde_debit_card,proporcao_qtde_voucher,proporcao_valor_boleto,proporcao_valor_credit_card,proporcao_valor_debit_card,proporcao_valor_voucher
0015a82c2db000af6aaaf3ae2ecb0532,0,3,0,0,0.0,2748.06,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
001cca7ae9ae17fb1caed9dfb1094831,18,77,2,1,4355.219999999999,17118.23,264.16,280.16,0,0,0,0,0.19780477314460093,0.7774733771857913,0.011997581953122413,0.012724267716485368
002100f778ceb8431b7a1020ff7ab48f,16,21,0,5,788.49,821.7299999999998,0.0,228.61,0,0,0,0,0.42879983467748517,0.44687654649967634,0.0,0.12432361882283845
003554e2dce176b5555353e4f3555ac8,0,1,0,0,0.0,139.38,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,18,63,0,4,2405.2300000000005,9080.8,0.0,1721.6700000000042,0,0,0,0,0.18210816417695738,0.6875383299136109,0.0,0.1303535059094319
00ee68308b45bc5e2660cd833c3f81cc,4,37,0,1,794.66,7477.5199999999995,0.0,443.54999999999995,0,0,0,0,0.0911753806049522,0.8579338735825914,0.0,0.050890745812456326
010543a62bd80aa422851e79a3bc7540,0,2,0,0,0.0,1447.95,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,0,8,0,0,0.0,1400.47,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,0,3,0,0,0.0,1329.31,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
014d9a685fd57276679edd00e07089e5,1,0,0,0,133.37,0.0,0.0,0.0,1,0,0,0,1.0,0.0,0.0,0.0
0176f73cc1195f367f7b32db1e5b3aa8,0,3,0,0,0.0,706.16,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
01bcc9d254a0143f0ce9791b960b2a47,2,7,0,1,270.1,1137.5700000000002,0.0,339.48,0,0,0,0,0.1545946255330109,0.6511003634490456,0.0,0.1943050110179435
01c97ebb5cdac52891c0ed1c37ba0012,1,2,0,0,42.09,213.87,0.0,0.0,0,0,0,0,0.16443975621190812,0.8355602437880919,0.0,0.0
01cf7e3d21494c41fb86034f2e714fa1,2,17,0,2,282.18,4598.76,0.0,200.0,0,0,0,0,0.05553696756899314,0.9051002373576542,0.0,0.039362795073352566
01ed254b9ff8407dfb9d99ba1e17d923,0,5,0,0,0.0,1533.71,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
01fdefa7697d26ad920e9e0346d4bd1b,13,42,0,1,1760.5700000000004,6935.370000000001,0.0,269.91,0,0,0,0,0.1963639811060859,0.7735317900700994,0.0,0.03010422882381481
0241d4d5d36f10f80c644447315af0bd,8,16,0,1,555.38,1702.39,0.0,55.01,0,0,0,0,0.2401352484888316,0.7360795233442005,0.0,0.02378522816696789
0249d282d911d23cb8b869ab49c99f53,2,8,0,0,99.78999999999999,435.45000000000005,0.0,0.0,0,0,0,0,0.1864397279724983,0.8135602720275018,0.0,0.0
028872bfa080090a9d0abd4f1af168f8,0,1,0,0,0.0,353.61,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
02c988090b766852e088c69d7fb3b551,1,4,0,1,464.75,572.7,0.0,155.67,0,0,0,0,0.389524943006571,0.480002011532788,0.0,0.13047304546064098
02d35243ea2e497335cd0f076b45675d,2,7,0,1,577.54,5172.429999999999,0.0,297.27,0,0,0,0,0.09550472612299164,0.8553373109054708,0.0,0.049157962971537426
